,Text,Top_Left_X,Top_Left_Y,Bottom_Right_X,Bottom_Right_Y
0,ATTO,234,70,341,86
1,PRIMO.,722,73,855,90
2,10,77,79,97,91
3,Trafgredito,97,94,210,116
4,da,214,89,236,115
5,lei,242,88,268,114
6,Tal,98,118,131,133
7,pena,139,115,182,137
8,meritò,188,116,249,132
9,.,258,119,267,129
10,Doppo,275,112,342,132
11,tre,348,109,373,131
12,luftri,379,109,427,128
13,E'intempeftiva,100,137,239,157
14,ormai,247,136,301,153
15,la,306,133,324,153
16,"fè,",330,134,360,153
17,che,365,132,397,151
18,vanti,404,132,451,150
19,Per,101,163,133,177
20,l'eftinta,141,157,213,178
21,Conforte,219,158,303,176
22,Eur.,80,184,123,201
23,Ah,137,182,163,199
24,così,174,181,210,200
25,"parli,",218,182,272,204
26,Perchè,103,205,167,223
27,Antigona,179,202,267,225
28,mai,273,203,312,225
29,Non,104,229,143,249
30,vedefti,150,226,213,248
31,mio,222,223,256,242
32,Rè.,264,225,313,245
33,(Ne,321,223,348,241
34,"sà,",355,222,383,243
35,che,392,220,422,239
36,in,430,220,447,237
37,vita,454,219,488,236
38,L'infelice,105,249,191,267
39,lafciai.),202,248,281,269
40,Cre.,84,273,124,291
41,Non,138,272,176,288
42,più.,183,270,222,291
43,Confoli,239,267,311,287
44,Un,109,292,139,313
45,novello,141,291,209,310
46,Imeneo,217,293,288,309
47,Il,100,316,128,336
48,mefto,128,317,178,333
49,cor.,184,320,222,331
50,Del,237,314,269,331
51,Padre,277,313,332,330
52,tuo,339,317,369,329
53,la,377,312,393,328
54,Scelta,401,309,455,330
55,In,104,336,132,360
56,Ermiane,133,338,212,355
57,rifpetta.,220,336,301,358
58,Oggi,318,332,365,356
59,tua,368,332,394,356
60,Spola,405,331,456,353
61,Sarà.,105,359,158,379
62,Lea.,87,380,134,402
63,"(Numi,",137,382,214,400
64,che,226,379,256,396
65,afcolto!,264,378,335,396
66,Ecco,109,402,152,421
67,perdo,157,401,211,426
68,il,214,400,233,425
69,mio.Ben.),235,399,341,423
70,Ear.,85,426,129,445
71,Deh,142,424,180,443
72,non,186,429,219,441
73,fucceda,225,422,294,439
74,Nel,108,450,141,466
75,Talamo,151,444,220,467
76,d'Amigona,226,443,333,466
77,la,336,442,355,465
78,figli,364,441,399,462
79,a,402,447,412,459
80,D'un,107,466,155,488
81,vil,161,470,184,486
82,Paftore.,192,467,264,489
83,A,272,465,284,482
84,tuoi,291,464,329,487
85,"Nepoti,",334,463,411,487
86,al,413,462,436,486
87,Regne,437,462,500,484
88,Rifparmia,108,492,207,516
89,quefta,208,488,267,513
90,"taccia,",274,488,335,506
91,A,124,513,137,534
92,Noi,135,513,169,532
93,ftefli,175,511,221,531
94,il,222,509,236,529
95,rofsor.,240,509,301,526
96,Cre.,90,537,130,554
97,T'inganni.,142,537,246,555
98,Alcfte,259,532,322,547
99,D,130,556,145,577
100,"Eculone,",142,555,232,574
101,comecredi,242,553,339,571
102,Il,109,574,144,596
103,Genitor,137,577,209,595
104,non,217,573,250,592
105,è.,256,576,275,592
106,Trovolla,288,573,362,595
107,un,369,572,389,595
108,giorno,395,574,457,594
109,Trà,115,600,151,617
110,le,161,599,176,615
111,mede,184,598,233,614
112,forefe,244,597,300,615
113,Bambina,115,622,196,638
114,in,203,621,219,637
115,"fafce,",227,619,281,640
116,ed'onde,290,618,370,635
117,Doppo,115,646,182,664
118,varie,188,644,234,660
119,vicende,240,640,308,659
120,Qui,117,664,160,687
121,trà,158,664,184,683
122,Noi,193,667,226,683
123,la,234,667,249,683
124,reco.,251,662,304,685
125,"Sai,",306,661,344,684
126,che,346,660,376,683
127,allor,381,661,423,678
128,piacque,429,660,500,682
129,Alla,118,687,155,705
130,Germana,161,688,246,705
131,miaad,257,688,314,704
132,Eurinome,322,685,415,701
133,Quella,116,711,179,731
134,tenera,187,709,243,730
135,"età,",248,707,296,729
136,l'accolfe,299,707,374,724
137,al,379,704,400,725
138,"Seno,",405,703,465,724
139,L'accarezzo,117,730,228,749
140,qual,233,733,271,751
141,figlia,278,728,322,751
142,:,329,735,333,746
143,e,346,734,355,745
144,il,362,729,374,745
145,nome,381,733,430,749
146,d'Ebe,437,727,494,744
147,A,107,755,122,778
148,In,123,754,146,776
149,Ermione,151,753,226,775
150,cangiolle.,227,751,334,772
151,Or,330,753,357,768
152,fatta,363,749,404,767
153,adulta,410,749,468,765
154,Per,117,779,149,794
155,"grazia,",154,777,224,798
156,eper,233,775,280,798
157,beltà,286,775,331,794
158,chi,336,774,361,790
159,non,367,778,400,790
160,la,407,772,423,789
161,crede,428,771,481,788
162,Germe,607,91,669,115
163,d'inclita,672,91,749,117
164,Stirpe,755,96,810,117
165,"all'aria,",816,96,890,116
166,al,900,94,916,112
167,"volto,",923,94,983,116
168,All'indole,606,114,698,136
169,Real?,705,114,759,137
170,Lea.,583,138,623,155
171,Mà,636,139,664,154
172,incerta,673,140,735,157
173,intanto,746,140,811,157
174,De,604,161,631,177
175,Natali,638,160,694,178
176,è,703,161,714,176
177,la,720,160,734,176
178,Cuna.,740,161,800,178
179,Ah,815,162,840,178
180,mancan,850,166,918,180
181,forfe,926,162,969,180
182,Regie,604,182,659,204
183,Donzelle,668,183,752,200
184,altrove?,758,182,836,201
185,Cre.,581,205,621,223
186,No.,633,203,674,226
187,Mà,689,203,719,226
188,il,721,203,743,226
189,Cielo,743,205,792,222
190,Per,603,228,635,243
191,Ermione,643,224,722,244
192,s'efprefse,730,226,815,248
193,"allor,",821,227,862,244
194,che,868,228,909,248
195,i,917,225,931,249
196,Numi,928,228,982,245
197,Sulla,602,249,647,267
198,fua,653,248,679,265
199,"forte,",686,248,740,268
200,e,752,248,767,267
201,full'evento,769,248,867,269
202,ancora,872,255,933,268
203,Del,601,271,635,287
204,Regno,643,271,704,292
205,interrogai:,710,269,816,293
206,Ne,827,273,854,290
207,udite,867,272,913,289
208,in,920,273,936,289
209,tanto,945,275,992,289
210,L'Oracolo,602,290,699,312
211,"fatale,",706,292,771,313
212,Che,602,313,638,340
213,gelofia,645,313,703,340
214,"m'imprime,",709,316,825,340
215,e,827,314,843,341
216,infiequ,845,314,904,341
217,timore.,908,315,982,333
218,Da,603,337,633,355
219,nemico,638,334,698,359
220,furore,702,336,768,361
221,Non,605,356,646,380
222,fia,648,356,675,381
223,di,677,360,694,376
224,Tebe',702,357,754,381
225,efente,751,360,803,382
226,il,809,361,823,376
227,"Regno,",828,360,896,383
228,il,904,359,920,383
229,"Trono,",927,360,993,382
230,Se,601,381,623,398
231,delle,630,378,672,399
232,Selve,676,380,727,400
233,Vergin,736,379,802,403
234,"pura,",807,380,862,404
235,e,866,388,875,399
236,bella,883,381,926,403
237,Won,601,402,644,426
238,fa,646,403,669,426
239,don,672,404,704,421
240,di,709,401,728,426
241,fe,731,402,754,427
242,flelfa:,757,402,819,428
243,Indi,826,402,867,428
244,fi,869,403,884,428
245,unifce,889,403,947,429
246,Il,601,424,618,443
247,Node,625,422,676,445
248,"nuzzial,",682,423,762,450
249,per,772,424,801,449
250,cui,807,425,835,450
251,fi,838,425,852,450
252,fueli,859,425,904,452
253,La,603,447,629,469
254,"man,",635,452,686,471
255,cbe,697,447,731,472
256,pace,733,448,775,472
257,"rechi,",778,448,836,470
258,Che,600,469,637,494
259,ferva,639,466,694,496
260,di,699,467,721,494
261,"foliegno,",723,467,808,496
262,E,617,487,631,514
263,di,633,487,649,515
264,difefa,651,487,701,516
265,a,703,488,719,515
266,cbi,722,489,752,516
267,bà,754,489,789,516
268,ragion,791,489,845,518
269,ful,848,490,883,518
270,Regno,885,490,939,519
271,.,941,492,957,519
272,Eur.,579,514,621,531
273,(Qual,636,511,698,534
274,favella!,700,511,778,534
275,Lea.,574,537,617,553
276,Quai,634,533,678,554
277,fenfi!,680,532,735,554
278,Cre.,578,558,617,577
279,Ermione,632,554,711,581
280,dunque,715,557,796,582
281,Vergine,601,578,678,601
282,delle,685,579,729,597
283,Selve,736,577,785,599
284,io,790,578,812,601
285,"vud,",818,578,864,603
286,che,870,580,900,598
287,Spofa,907,581,959,604
288,Tidivenga,600,598,701,623
289,a,708,607,717,619
290,momenti.,725,602,817,622
291,In,829,602,855,625
292,quefta,861,602,919,627
293,guifa,925,603,967,628
294,L'Oracolo,605,619,698,645
295,s'adempie:,705,621,814,648
296,Il,600,645,615,661
297,Regno,622,644,683,666
298,fi,690,645,699,662
299,aficura:,706,644,782,662
300,"e,",795,648,812,666
301,fi,818,645,828,662
302,difcaccia,834,645,914,665
303,L'importuno,600,665,720,689
304,timor.,726,667,788,685
305,Eur.,580,689,622,706
306,Perdona..,636,687,735,707
307,Cre.,578,712,624,736
308,In,632,711,651,728
309,vano,658,716,702,737
310,"(s'alza,",724,710,802,738
311,e,812,710,824,737
312,fcende,827,710,887,738
313,dal,890,713,920,732
314,Trone),925,713,992,738
315,T'opponi,602,733,690,755
316,al,699,734,714,750
317,Genitor.,721,734,807,753
318,Eur.,580,754,624,772
319,(Che,637,754,687,776
320,laberinto,694,756,777,774
321,!),784,758,805,777
322,Lea.,578,773,627,799
323,(Che,630,774,679,799
324,vicende,687,777,757,797
325,fori,764,778,793,802
326,quefte!,800,777,868,803
327,Ger-,464,791,509,810
328,A,780,801,796,818
329,6,806,800,818,819
330,SCE,941,803,989,822
